code,location,registered,envelopes,valid,Strana zdravého rozumu,Balbínova poetická strana,Právo a Spravedlnost,NEZÁVISLÍ,Česká pravice,Koruna Česká (monarch.strana),Občanská demokratická strana,Česká str.sociálně demokrat.,SNK Evropští demokraté,Unie svobody-Demokratická unie,Pravý Blok,4 VIZE-www.4vize.cz,Česká str.národ.socialistická,Strana zelených,Humanistická strana,Komunistická str.Čech a Moravy,Koalice pro Českou republiku,Národní strana,Křesť.demokr.unie-Čs.str.lid.,NEZ.DEMOKRATÉ(předs.V.Železný),STRANA ROVNOST ŠANCÍ
538531,210,157,157,0,0,0,0,0,1,98,31,1,0,0,0,0,8,1,6,1,0,7,2,1
