code,location,registered,envelopes,valid,Strana zdravého rozumu,Balbínova poetická strana,Právo a Spravedlnost,NEZÁVISLÍ,Česká pravice,Koruna Česká (monarch.strana),Občanská demokratická strana,Česká str.sociálně demokrat.,SNK Evropští demokraté,Unie svobody-Demokratická unie,Pravý Blok,4 VIZE-www.4vize.cz,Česká str.národ.socialistická,Strana zelených,Humanistická strana,Komunistická str.Čech a Moravy,Koalice pro Českou republiku,Národní strana,Křesť.demokr.unie-Čs.str.lid.,NEZ.DEMOKRATÉ(předs.V.Železný),STRANA ROVNOST ŠANCÍ
547310,4 954,3 471,3 450,15,2,9,16,0,7,1645,874,92,10,12,1,4,229,2,305,2,7,178,20,20
